 1.00000000e+00  1.07328878e+01 
 1.25892541e+00  1.01517019e+01 
 1.58489319e+00  9.36617408e+00 
 1.99526231e+00  8.35657339e+00 
 2.51188643e+00  7.12554355e+00 
 3.16227766e+00  5.69776537e+00 
 3.98107171e+00  4.11235598e+00 
 5.01187234e+00  2.41321569e+00 
 6.30957344e+00  6.42243275e-01 
 7.94328235e+00 -1.16314349e+00 
 1.00000000e+01 -2.96945668e+00 
 1.25892541e+01 -4.74563583e+00 
 1.58489319e+01 -6.46241860e+00 
 1.99526231e+01 -8.09357459e+00 
 2.51188643e+01 -9.61826294e+00 
 3.16227766e+01 -1.10216536e+01 
 3.98107171e+01 -1.22913841e+01 
 5.01187234e+01 -1.34124331e+01 
 6.30957344e+01 -1.43671828e+01 
 7.94328235e+01 -1.51431255e+01 
 1.00000000e+02 -1.57418484e+01 
 1.25892541e+02 -1.61812973e+01 
 1.58489319e+02 -1.64902958e+01 
 1.99526231e+02 -1.67003802e+01 
 2.51188643e+02 -1.68397374e+01 
 3.16227766e+02 -1.69306033e+01 
 3.98107171e+02 -1.69891691e+01 
 5.01187234e+02 -1.70266296e+01 
 6.30957344e+02 -1.70504723e+01 
 7.94328235e+02 -1.70655994e+01 
 1.00000000e+03 -1.70751776e+01 
 1.25892541e+03 -1.70812344e+01 
 1.58489319e+03 -1.70850613e+01 
 1.99526231e+03 -1.70874781e+01 
 2.51188643e+03 -1.70890038e+01 
 3.16227766e+03 -1.70899669e+01 
 3.98107171e+03 -1.70905746e+01 
 5.01187234e+03 -1.70909581e+01 
 6.30957344e+03 -1.70912001e+01 
 7.94328235e+03 -1.70913528e+01 
 1.00000000e+04 -1.70914492e+01 
 1.25892541e+04 -1.70915100e+01 
 1.58489319e+04 -1.70915484e+01 
 1.99526231e+04 -1.70915726e+01 
 2.51188643e+04 -1.70915878e+01 
 3.16227766e+04 -1.70915975e+01 
 3.98107171e+04 -1.70916036e+01 
 5.01187234e+04 -1.70916074e+01 
 6.30957344e+04 -1.70916098e+01 
 7.94328235e+04 -1.70916113e+01 
 1.00000000e+05 -1.70916123e+01 
 1.25892541e+05 -1.70916129e+01 
 1.58489319e+05 -1.70916133e+01 
 1.99526231e+05 -1.70916135e+01 
 2.51188643e+05 -1.70916137e+01 
 3.16227766e+05 -1.70916138e+01 
 3.98107171e+05 -1.70916138e+01 
 5.01187234e+05 -1.70916139e+01 
 6.30957344e+05 -1.70916139e+01 
 7.94328235e+05 -1.70916139e+01 
 1.00000000e+06 -1.70916139e+01 
 1.25892541e+06 -1.70916139e+01 
 1.58489319e+06 -1.70916139e+01 
 1.99526231e+06 -1.70916139e+01 
 2.51188643e+06 -1.70916139e+01 
 3.16227766e+06 -1.70916139e+01 
 3.98107171e+06 -1.70916138e+01 
 5.01187234e+06 -1.70916137e+01 
 6.30957344e+06 -1.70916136e+01 
 7.94328235e+06 -1.70916134e+01 
 1.00000000e+07 -1.70916131e+01 
 1.25892541e+07 -1.70916127e+01 
 1.58489319e+07 -1.70916119e+01 
 1.99526231e+07 -1.70916107e+01 
 2.51188643e+07 -1.70916089e+01 
 3.16227766e+07 -1.70916059e+01 
 3.98107171e+07 -1.70916012e+01 
 5.01187234e+07 -1.70915937e+01 
 6.30957344e+07 -1.70915819e+01 
 7.94328235e+07 -1.70915631e+01 
 1.00000000e+08 -1.70915334e+01 
 1.25892541e+08 -1.70914863e+01 
 1.58489319e+08 -1.70914117e+01 
 1.99526231e+08 -1.70912933e+01 
 2.51188643e+08 -1.70911055e+01 
 3.16227766e+08 -1.70908076e+01 
 3.98107171e+08 -1.70903347e+01 
 5.01187234e+08 -1.70895837e+01 
 6.30957344e+08 -1.70883897e+01 
 7.94328235e+08 -1.70864898e+01 
 1.00000000e+09 -1.70834645e+01 
