 1.00000000e+00  1.49118360e+01 
 1.25892541e+00  1.49118355e+01 
 1.58489319e+00  1.49118347e+01 
 1.99526231e+00  1.49118335e+01 
 2.51188643e+00  1.49118316e+01 
 3.16227766e+00  1.49118286e+01 
 3.98107171e+00  1.49118239e+01 
 5.01187234e+00  1.49118163e+01 
 6.30957344e+00  1.49118044e+01 
 7.94328235e+00  1.49117854e+01 
 1.00000000e+01  1.49117553e+01 
 1.25892541e+01  1.49117077e+01 
 1.58489319e+01  1.49116322e+01 
 1.99526231e+01  1.49115125e+01 
 2.51188643e+01  1.49113229e+01 
 3.16227766e+01  1.49110224e+01 
 3.98107171e+01  1.49105461e+01 
 5.01187234e+01  1.49097914e+01 
 6.30957344e+01  1.49085955e+01 
 7.94328235e+01  1.49067010e+01 
 1.00000000e+02  1.49037001e+01 
 1.25892541e+02  1.48989486e+01 
 1.58489319e+02  1.48914295e+01 
 1.99526231e+02  1.48795413e+01 
 2.51188643e+02  1.48607715e+01 
 3.16227766e+02  1.48312020e+01 
 3.98107171e+02  1.47847790e+01 
 5.01187234e+02  1.47122871e+01 
 6.30957344e+02  1.46000173e+01 
 7.94328235e+02  1.44283019e+01 
 1.00000000e+03  1.41704690e+01 
 1.25892541e+03  1.37933952e+01 
 1.58489319e+03  1.32613418e+01 
 1.99526231e+03  1.25442090e+01 
 2.51188643e+03  1.16287452e+01 
 3.16227766e+03  1.05277937e+01 
 3.98107171e+03  9.28230741e+00 
 5.01187234e+03  7.95532476e+00 
 6.30957344e+03  6.62166127e+00 
 7.94328235e+03  5.35686272e+00 
 1.00000000e+04  4.22614690e+00 
 1.25892541e+04  3.27375333e+00 
 1.58489319e+04  2.51584217e+00 
 1.99526231e+04  1.94103536e+00 
 2.51188643e+04  1.51874626e+00 
 3.16227766e+04  1.21060121e+00 
 3.98107171e+04  9.79898989e-01 
 5.01187234e+04  7.97281782e-01 
 6.30957344e+04  6.43285126e-01 
 7.94328235e+04  5.08477914e-01 
 1.00000000e+05  3.91130950e-01 
 1.25892541e+05  2.92959712e-01 
 1.58489319e+05  2.15047775e-01 
 1.99526231e+05  1.55964861e-01 
 2.51188643e+05  1.12092050e-01 
 3.16227766e+05  7.87683648e-02 
 3.98107171e+05  5.11232313e-02 
 5.01187234e+05  2.42630749e-02 
 6.30957344e+05 -7.08069824e-03 
 7.94328235e+05 -4.92883931e-02 
 1.00000000e+06 -1.10909342e-01 
 1.25892541e+06 -2.04036966e-01 
 1.58489319e+06 -3.45951208e-01 
 1.99526231e+06 -5.60748214e-01 
 2.51188643e+06 -8.80196684e-01 
 3.16227766e+06 -1.34242615e+00 
 3.98107171e+06 -1.98685912e+00 
 5.01187234e+06 -2.84518113e+00 
 6.30957344e+06 -3.93143587e+00 
 7.94328235e+06 -5.23690339e+00 
 1.00000000e+07 -6.73330522e+00 
 1.25892541e+07 -8.38206691e+00 
 1.58489319e+07 -1.01439706e+01 
 1.99526231e+07 -1.19852418e+01 
 2.51188643e+07 -1.38796012e+01 
 3.16227766e+07 -1.58077139e+01 
 3.98107171e+07 -1.77555353e+01 
 5.01187234e+07 -1.97124428e+01 
 6.30957344e+07 -2.16694762e+01 
 7.94328235e+07 -2.36176986e+01 
 1.00000000e+08 -2.55465593e+01 
 1.25892541e+08 -2.74421383e+01 
 1.58489319e+08 -2.92852776e+01 
 1.99526231e+08 -3.10499102e+01 
 2.51188643e+08 -3.27024542e+01 
 3.16227766e+08 -3.42037567e+01 
 3.98107171e+08 -3.55150390e+01 
 5.01187234e+08 -3.66074514e+01 
 6.30957344e+08 -3.74713667e+01 
 7.94328235e+08 -3.81197097e+01 
 1.00000000e+09 -3.85828685e+01 
