 0.00000000e+00 -4.50000000e+00  0.00000000e+00 -4.50000000e+00  0.00000000e+00 -4.49594259e+00  0.00000000e+00 -4.50000000e+00 
 1.00000000e-08 -4.49999994e+00  1.00000000e-08 -4.50000006e+00  1.00000000e-08 -4.49594260e+00  1.00000000e-08 -4.50000000e+00 
 2.00000000e-08 -4.49999987e+00  2.00000000e-08 -4.50000013e+00  2.00000000e-08 -4.49594263e+00  2.00000000e-08 -4.50000000e+00 
 4.00000000e-08 -4.49999975e+00  4.00000000e-08 -4.50000025e+00  4.00000000e-08 -4.49594270e+00  4.00000000e-08 -4.50000000e+00 
 8.00000000e-08 -4.49999950e+00  8.00000000e-08 -4.50000050e+00  8.00000000e-08 -4.49594291e+00  8.00000000e-08 -4.50000000e+00 
 1.60000000e-07 -4.49999899e+00  1.60000000e-07 -4.50000101e+00  1.60000000e-07 -4.49594340e+00  1.60000000e-07 -4.50000000e+00 
 3.20000000e-07 -4.49999799e+00  3.20000000e-07 -4.50000201e+00  3.20000000e-07 -4.49594441e+00  3.20000000e-07 -4.50000000e+00 
 6.40000000e-07 -4.49999598e+00  6.40000000e-07 -4.50000402e+00  6.40000000e-07 -4.49594639e+00  6.40000000e-07 -4.50000000e+00 
 1.28000000e-06 -4.49999196e+00  1.28000000e-06 -4.50000804e+00  1.28000000e-06 -4.49595024e+00  1.28000000e-06 -4.50000000e+00 
 2.28000000e-06 -4.49998567e+00  2.28000000e-06 -4.50001433e+00  2.28000000e-06 -4.49595591e+00  2.28000000e-06 -4.50000000e+00 
 3.28000000e-06 -4.49997939e+00  3.28000000e-06 -4.50002061e+00  3.28000000e-06 -4.49596111e+00  3.28000000e-06 -4.50000000e+00 
 4.28000000e-06 -4.49997311e+00  4.28000000e-06 -4.50002689e+00  4.28000000e-06 -4.49596579e+00  4.28000000e-06 -4.50000000e+00 
 5.28000000e-06 -4.49996683e+00  5.28000000e-06 -4.50003317e+00  5.28000000e-06 -4.49596993e+00  5.28000000e-06 -4.50000000e+00 
 6.28000000e-06 -4.49996055e+00  6.28000000e-06 -4.50003945e+00  6.28000000e-06 -4.49597352e+00  6.28000000e-06 -4.50000000e+00 
 7.28000000e-06 -4.49995427e+00  7.28000000e-06 -4.50004573e+00  7.28000000e-06 -4.49597654e+00  7.28000000e-06 -4.50000000e+00 
 8.28000000e-06 -4.49994800e+00  8.28000000e-06 -4.50005200e+00  8.28000000e-06 -4.49597899e+00  8.28000000e-06 -4.50000000e+00 
 9.28000000e-06 -4.49994173e+00  9.28000000e-06 -4.50005827e+00  9.28000000e-06 -4.49598087e+00  9.28000000e-06 -4.50000000e+00 
 1.02800000e-05 -4.49993545e+00  1.02800000e-05 -4.50006455e+00  1.02800000e-05 -4.49598218e+00  1.02800000e-05 -4.50000000e+00 
 1.12800000e-05 -4.49992918e+00  1.12800000e-05 -4.50007082e+00  1.12800000e-05 -4.49598291e+00  1.12800000e-05 -4.50000000e+00 
 1.22800000e-05 -4.49992292e+00  1.22800000e-05 -4.50007708e+00  1.22800000e-05 -4.49598306e+00  1.22800000e-05 -4.50000000e+00 
 1.32800000e-05 -4.49991666e+00  1.32800000e-05 -4.50008334e+00  1.32800000e-05 -4.49598264e+00  1.32800000e-05 -4.50000000e+00 
 1.42800000e-05 -4.49991040e+00  1.42800000e-05 -4.50008960e+00  1.42800000e-05 -4.49598164e+00  1.42800000e-05 -4.50000000e+00 
 1.52800000e-05 -4.49990414e+00  1.52800000e-05 -4.50009586e+00  1.52800000e-05 -4.49598007e+00  1.52800000e-05 -4.50000000e+00 
 1.62800000e-05 -4.49989789e+00  1.62800000e-05 -4.50010211e+00  1.62800000e-05 -4.49597792e+00  1.62800000e-05 -4.50000000e+00 
 1.72800000e-05 -4.49989164e+00  1.72800000e-05 -4.50010836e+00  1.72800000e-05 -4.49597519e+00  1.72800000e-05 -4.50000000e+00 
 1.82800000e-05 -4.49988540e+00  1.82800000e-05 -4.50011460e+00  1.82800000e-05 -4.49597188e+00  1.82800000e-05 -4.50000000e+00 
 1.92800000e-05 -4.49987916e+00  1.92800000e-05 -4.50012084e+00  1.92800000e-05 -4.49596800e+00  1.92800000e-05 -4.50000000e+00 
 2.02800000e-05 -4.49987292e+00  2.02800000e-05 -4.50012708e+00  2.02800000e-05 -4.49596353e+00  2.02800000e-05 -4.50000000e+00 
 2.12800000e-05 -4.49986669e+00  2.12800000e-05 -4.50013331e+00  2.12800000e-05 -4.49595848e+00  2.12800000e-05 -4.50000000e+00 
 2.22800000e-05 -4.49986047e+00  2.22800000e-05 -4.50013953e+00  2.22800000e-05 -4.49595284e+00  2.22800000e-05 -4.50000000e+00 
 2.32800000e-05 -4.49985425e+00  2.32800000e-05 -4.50014575e+00  2.32800000e-05 -4.49594662e+00  2.32800000e-05 -4.50000000e+00 
 2.42800000e-05 -4.49984804e+00  2.42800000e-05 -4.50015196e+00  2.42800000e-05 -4.49593982e+00  2.42800000e-05 -4.50000000e+00 
 2.52800000e-05 -4.49984183e+00  2.52800000e-05 -4.50015817e+00  2.52800000e-05 -4.49593242e+00  2.52800000e-05 -4.50000000e+00 
 2.62800000e-05 -4.49983563e+00  2.62800000e-05 -4.50016437e+00  2.62800000e-05 -4.49592443e+00  2.62800000e-05 -4.50000000e+00 
 2.72800000e-05 -4.49982943e+00  2.72800000e-05 -4.50017057e+00  2.72800000e-05 -4.49591584e+00  2.72800000e-05 -4.50000000e+00 
 2.82800000e-05 -4.49982325e+00  2.82800000e-05 -4.50017675e+00  2.82800000e-05 -4.49590665e+00  2.82800000e-05 -4.50000000e+00 
 2.92800000e-05 -4.49981706e+00  2.92800000e-05 -4.50018294e+00  2.92800000e-05 -4.49589687e+00  2.92800000e-05 -4.50000000e+00 
 3.02800000e-05 -4.49981089e+00  3.02800000e-05 -4.50018911e+00  3.02800000e-05 -4.49588648e+00  3.02800000e-05 -4.50000000e+00 
 3.12800000e-05 -4.49980472e+00  3.12800000e-05 -4.50019528e+00  3.12800000e-05 -4.49587548e+00  3.12800000e-05 -4.50000000e+00 
 3.22800000e-05 -4.49979857e+00  3.22800000e-05 -4.50020143e+00  3.22800000e-05 -4.49586387e+00  3.22800000e-05 -4.50000000e+00 
 3.32800000e-05 -4.49979242e+00  3.32800000e-05 -4.50020758e+00  3.32800000e-05 -4.49585165e+00  3.32800000e-05 -4.50000000e+00 
 3.42800000e-05 -4.49978627e+00  3.42800000e-05 -4.50021373e+00  3.42800000e-05 -4.49583881e+00  3.42800000e-05 -4.50000000e+00 
 3.52800000e-05 -4.49978014e+00  3.52800000e-05 -4.50021986e+00  3.52800000e-05 -4.49582535e+00  3.52800000e-05 -4.50000000e+00 
 3.62800000e-05 -4.49977402e+00  3.62800000e-05 -4.50022598e+00  3.62800000e-05 -4.49581125e+00  3.62800000e-05 -4.50000000e+00 
 3.72800000e-05 -4.49976790e+00  3.72800000e-05 -4.50023210e+00  3.72800000e-05 -4.49579653e+00  3.72800000e-05 -4.50000000e+00 
 3.82800000e-05 -4.49976179e+00  3.82800000e-05 -4.50023821e+00  3.82800000e-05 -4.49578117e+00  3.82800000e-05 -4.50000000e+00 
 3.92800000e-05 -4.49975569e+00  3.92800000e-05 -4.50024431e+00  3.92800000e-05 -4.49576517e+00  3.92800000e-05 -4.50000000e+00 
 4.02800000e-05 -4.49974961e+00  4.02800000e-05 -4.50025039e+00  4.02800000e-05 -4.49574853e+00  4.02800000e-05 -4.50000000e+00 
 4.12800000e-05 -4.49974353e+00  4.12800000e-05 -4.50025647e+00  4.12800000e-05 -4.49573123e+00  4.12800000e-05 -4.50000000e+00 
