 0.00000000e+00 -4.00000000e+00  0.00000000e+00 -4.00000000e+00  0.00000000e+00 -2.65047253e-01  0.00000000e+00 -4.00000000e+00 
 1.00000000e-08 -3.99999994e+00  1.00000000e-08 -4.00000006e+00  1.00000000e-08 -2.65045286e-01  1.00000000e-08 -4.00000000e+00 
 2.00000000e-08 -3.99999987e+00  2.00000000e-08 -4.00000013e+00  2.00000000e-08 -2.65043260e-01  2.00000000e-08 -4.00000000e+00 
 4.00000000e-08 -3.99999975e+00  4.00000000e-08 -4.00000025e+00  4.00000000e-08 -2.65037681e-01  4.00000000e-08 -4.00000000e+00 
 8.00000000e-08 -3.99999950e+00  8.00000000e-08 -4.00000050e+00  8.00000000e-08 -2.65009855e-01  8.00000000e-08 -4.00000000e+00 
 1.60000000e-07 -3.99999899e+00  1.60000000e-07 -4.00000101e+00  1.60000000e-07 -2.64867096e-01  1.60000000e-07 -4.00000000e+00 
 3.20000000e-07 -3.99999799e+00  3.20000000e-07 -4.00000201e+00  3.20000000e-07 -2.64253577e-01  3.20000000e-07 -4.00000000e+00 
 6.40000000e-07 -3.99999598e+00  6.40000000e-07 -4.00000402e+00  6.40000000e-07 -2.62001170e-01  6.40000000e-07 -4.00000000e+00 
 1.28000000e-06 -3.99999196e+00  1.28000000e-06 -4.00000804e+00  1.28000000e-06 -2.54934244e-01  1.28000000e-06 -4.00000000e+00 
 2.28000000e-06 -3.99998567e+00  2.28000000e-06 -4.00001433e+00  2.28000000e-06 -2.40629056e-01  2.28000000e-06 -4.00000000e+00 
 3.28000000e-06 -3.99997939e+00  3.28000000e-06 -4.00002061e+00  3.28000000e-06 -2.24871576e-01  3.28000000e-06 -4.00000000e+00 
 4.28000000e-06 -3.99997311e+00  4.28000000e-06 -4.00002689e+00  4.28000000e-06 -2.08767284e-01  4.28000000e-06 -4.00000000e+00 
 5.28000000e-06 -3.99996683e+00  5.28000000e-06 -4.00003317e+00  5.28000000e-06 -1.92600191e-01  5.28000000e-06 -4.00000000e+00 
 6.28000000e-06 -3.99996055e+00  6.28000000e-06 -4.00003945e+00  6.28000000e-06 -1.76420838e-01  6.28000000e-06 -4.00000000e+00 
 7.28000000e-06 -3.99995427e+00  7.28000000e-06 -4.00004573e+00  7.28000000e-06 -1.60225621e-01  7.28000000e-06 -4.00000000e+00 
 8.28000000e-06 -3.99994800e+00  8.28000000e-06 -4.00005200e+00  8.28000000e-06 -1.44010136e-01  8.28000000e-06 -4.00000000e+00 
 9.28000000e-06 -3.99994173e+00  9.28000000e-06 -4.00005827e+00  9.28000000e-06 -1.27772960e-01  9.28000000e-06 -4.00000000e+00 
 1.02800000e-05 -3.99993545e+00  1.02800000e-05 -4.00006455e+00  1.02800000e-05 -1.11514400e-01  1.02800000e-05 -4.00000000e+00 
 1.12800000e-05 -3.99992918e+00  1.12800000e-05 -4.00007082e+00  1.12800000e-05 -9.52350912e-02  1.12800000e-05 -4.00000000e+00 
 1.22800000e-05 -3.99992292e+00  1.22800000e-05 -4.00007708e+00  1.22800000e-05 -7.89358180e-02  1.22800000e-05 -4.00000000e+00 
 1.32800000e-05 -3.99991666e+00  1.32800000e-05 -4.00008334e+00  1.32800000e-05 -6.26172918e-02  1.32800000e-05 -4.00000000e+00 
 1.42800000e-05 -3.99991040e+00  1.42800000e-05 -4.00008960e+00  1.42800000e-05 -4.62802813e-02  1.42800000e-05 -4.00000000e+00 
 1.52800000e-05 -3.99990414e+00  1.52800000e-05 -4.00009586e+00  1.52800000e-05 -2.99254986e-02  1.52800000e-05 -4.00000000e+00 
 1.62800000e-05 -3.99989789e+00  1.62800000e-05 -4.00010211e+00  1.62800000e-05 -1.35537098e-02  1.62800000e-05 -4.00000000e+00 
 1.72800000e-05 -3.99989164e+00  1.72800000e-05 -4.00010836e+00  1.72800000e-05  2.83435815e-03  1.72800000e-05 -4.00000000e+00 
 1.82800000e-05 -3.99988540e+00  1.82800000e-05 -4.00011460e+00  1.82800000e-05  1.92379389e-02  1.82800000e-05 -4.00000000e+00 
 1.92800000e-05 -3.99987916e+00  1.92800000e-05 -4.00012084e+00  1.92800000e-05  3.56562932e-02  1.92800000e-05 -4.00000000e+00 
 2.02800000e-05 -3.99987292e+00  2.02800000e-05 -4.00012708e+00  2.02800000e-05  5.20886504e-02  2.02800000e-05 -4.00000000e+00 
 2.12800000e-05 -3.99986669e+00  2.12800000e-05 -4.00013331e+00  2.12800000e-05  6.85342609e-02  2.12800000e-05 -4.00000000e+00 
 2.22800000e-05 -3.99986047e+00  2.22800000e-05 -4.00013953e+00  2.22800000e-05  8.49923512e-02  2.22800000e-05 -4.00000000e+00 
 2.32800000e-05 -3.99985425e+00  2.32800000e-05 -4.00014575e+00  2.32800000e-05  1.01462161e-01  2.32800000e-05 -4.00000000e+00 
 2.42800000e-05 -3.99984804e+00  2.42800000e-05 -4.00015196e+00  2.42800000e-05  1.17942912e-01  2.42800000e-05 -4.00000000e+00 
 2.52800000e-05 -3.99984183e+00  2.52800000e-05 -4.00015817e+00  2.52800000e-05  1.34433838e-01  2.52800000e-05 -4.00000000e+00 
 2.62800000e-05 -3.99983563e+00  2.62800000e-05 -4.00016437e+00  2.62800000e-05  1.50934157e-01  2.62800000e-05 -4.00000000e+00 
 2.72800000e-05 -3.99982943e+00  2.72800000e-05 -4.00017057e+00  2.72800000e-05  1.67443089e-01  2.72800000e-05 -4.00000000e+00 
 2.82800000e-05 -3.99982325e+00  2.82800000e-05 -4.00017675e+00  2.82800000e-05  1.83959849e-01  2.82800000e-05 -4.00000000e+00 
 2.92800000e-05 -3.99981706e+00  2.92800000e-05 -4.00018294e+00  2.92800000e-05  2.00483654e-01  2.92800000e-05 -4.00000000e+00 
 3.02800000e-05 -3.99981089e+00  3.02800000e-05 -4.00018911e+00  3.02800000e-05  2.17013709e-01  3.02800000e-05 -4.00000000e+00 
 3.12800000e-05 -3.99980472e+00  3.12800000e-05 -4.00019528e+00  3.12800000e-05  2.33549226e-01  3.12800000e-05 -4.00000000e+00 
 3.22800000e-05 -3.99979857e+00  3.22800000e-05 -4.00020143e+00  3.22800000e-05  2.50089409e-01  3.22800000e-05 -4.00000000e+00 
 3.32800000e-05 -3.99979242e+00  3.32800000e-05 -4.00020758e+00  3.32800000e-05  2.66633457e-01  3.32800000e-05 -4.00000000e+00 
 3.42800000e-05 -3.99978627e+00  3.42800000e-05 -4.00021373e+00  3.42800000e-05  2.83180572e-01  3.42800000e-05 -4.00000000e+00 
 3.52800000e-05 -3.99978014e+00  3.52800000e-05 -4.00021986e+00  3.52800000e-05  2.99729946e-01  3.52800000e-05 -4.00000000e+00 
 3.62800000e-05 -3.99977402e+00  3.62800000e-05 -4.00022598e+00  3.62800000e-05  3.16280777e-01  3.62800000e-05 -4.00000000e+00 
 3.72800000e-05 -3.99976790e+00  3.72800000e-05 -4.00023210e+00  3.72800000e-05  3.32832256e-01  3.72800000e-05 -4.00000000e+00 
 3.82800000e-05 -3.99976179e+00  3.82800000e-05 -4.00023821e+00  3.82800000e-05  3.49383572e-01  3.82800000e-05 -4.00000000e+00 
 3.92800000e-05 -3.99975569e+00  3.92800000e-05 -4.00024431e+00  3.92800000e-05  3.65933911e-01  3.92800000e-05 -4.00000000e+00 
 4.02800000e-05 -3.99974961e+00  4.02800000e-05 -4.00025039e+00  4.02800000e-05  3.82482457e-01  4.02800000e-05 -4.00000000e+00 
 4.12800000e-05 -3.99974353e+00  4.12800000e-05 -4.00025647e+00  4.12800000e-05  3.99028390e-01  4.12800000e-05 -4.00000000e+00 
 4.22800000e-05 -3.99973746e+00  4.22800000e-05 -4.00026254e+00  4.22800000e-05  4.15570893e-01  4.22800000e-05 -4.00000000e+00 
 4.32800000e-05 -3.99973140e+00  4.32800000e-05 -4.00026860e+00  4.32800000e-05  4.32109143e-01  4.32800000e-05 -4.00000000e+00 
 4.42800000e-05 -3.99972536e+00  4.42800000e-05 -4.00027464e+00  4.42800000e-05  4.48642314e-01  4.42800000e-05 -4.00000000e+00 
 4.52800000e-05 -3.99971932e+00  4.52800000e-05 -4.00028068e+00  4.52800000e-05  4.65169579e-01  4.52800000e-05 -4.00000000e+00 
 4.62800000e-05 -3.99971329e+00  4.62800000e-05 -4.00028671e+00  4.62800000e-05  4.81690113e-01  4.62800000e-05 -4.00000000e+00 
 4.72800000e-05 -3.99970728e+00  4.72800000e-05 -4.00029272e+00  4.72800000e-05  4.98203082e-01  4.72800000e-05 -4.00000000e+00 
 4.82800000e-05 -3.99970128e+00  4.82800000e-05 -4.00029872e+00  4.82800000e-05  5.14707658e-01  4.82800000e-05 -4.00000000e+00 
 4.92800000e-05 -3.99969529e+00  4.92800000e-05 -4.00030471e+00  4.92800000e-05  5.31203005e-01  4.92800000e-05 -4.00000000e+00 
 5.02800000e-05 -3.99968931e+00  5.02800000e-05 -4.00031069e+00  5.02800000e-05  5.47688288e-01  5.02800000e-05 -4.00000000e+00 
 5.12800000e-05 -3.99968334e+00  5.12800000e-05 -4.00031666e+00  5.12800000e-05  5.64162670e-01  5.12800000e-05 -4.00000000e+00 
 5.22800000e-05 -3.99967739e+00  5.22800000e-05 -4.00032261e+00  5.22800000e-05  5.80625316e-01  5.22800000e-05 -4.00000000e+00 
 5.32800000e-05 -3.99967145e+00  5.32800000e-05 -4.00032855e+00  5.32800000e-05  5.97075383e-01  5.32800000e-05 -4.00000000e+00 
 5.42800000e-05 -3.99966552e+00  5.42800000e-05 -4.00033448e+00  5.42800000e-05  6.13512030e-01  5.42800000e-05 -4.00000000e+00 
 5.52800000e-05 -3.99965961e+00  5.52800000e-05 -4.00034039e+00  5.52800000e-05  6.29934414e-01  5.52800000e-05 -4.00000000e+00 
 5.62800000e-05 -3.99965371e+00  5.62800000e-05 -4.00034629e+00  5.62800000e-05  6.46341696e-01  5.62800000e-05 -4.00000000e+00 
 5.72800000e-05 -3.99964782e+00  5.72800000e-05 -4.00035218e+00  5.72800000e-05  6.62733027e-01  5.72800000e-05 -4.00000000e+00 
 5.82800000e-05 -3.99964194e+00  5.82800000e-05 -4.00035806e+00  5.82800000e-05  6.79107563e-01  5.82800000e-05 -4.00000000e+00 
 5.92800000e-05 -3.99963609e+00  5.92800000e-05 -4.00036391e+00  5.92800000e-05  6.95464457e-01  5.92800000e-05 -4.00000000e+00 
 6.02800000e-05 -3.99963024e+00  6.02800000e-05 -4.00036976e+00  6.02800000e-05  7.11802863e-01  6.02800000e-05 -4.00000000e+00 
 6.12800000e-05 -3.99962441e+00  6.12800000e-05 -4.00037559e+00  6.12800000e-05  7.28121929e-01  6.12800000e-05 -4.00000000e+00 
 6.22800000e-05 -3.99961859e+00  6.22800000e-05 -4.00038141e+00  6.22800000e-05  7.44420811e-01  6.22800000e-05 -4.00000000e+00 
 6.32800000e-05 -3.99961279e+00  6.32800000e-05 -4.00038721e+00  6.32800000e-05  7.60698655e-01  6.32800000e-05 -4.00000000e+00 
 6.42800000e-05 -3.99960701e+00  6.42800000e-05 -4.00039299e+00  6.42800000e-05  7.76954613e-01  6.42800000e-05 -4.00000000e+00 
 6.52800000e-05 -3.99960124e+00  6.52800000e-05 -4.00039876e+00  6.52800000e-05  7.93187831e-01  6.52800000e-05 -4.00000000e+00 
 6.62800000e-05 -3.99959548e+00  6.62800000e-05 -4.00040452e+00  6.62800000e-05  8.09397462e-01  6.62800000e-05 -4.00000000e+00 
 6.72800000e-05 -3.99958975e+00  6.72800000e-05 -4.00041025e+00  6.72800000e-05  8.25582652e-01  6.72800000e-05 -4.00000000e+00 
 6.82800000e-05 -3.99958402e+00  6.82800000e-05 -4.00041598e+00  6.82800000e-05  8.41742549e-01  6.82800000e-05 -4.00000000e+00 
 6.92800000e-05 -3.99957832e+00  6.92800000e-05 -4.00042168e+00  6.92800000e-05  8.57876301e-01  6.92800000e-05 -4.00000000e+00 
 7.02800000e-05 -3.99957263e+00  7.02800000e-05 -4.00042737e+00  7.02800000e-05  8.73983057e-01  7.02800000e-05 -4.00000000e+00 
 7.12800000e-05 -3.99956696e+00  7.12800000e-05 -4.00043304e+00  7.12800000e-05  8.90061960e-01  7.12800000e-05 -4.00000000e+00 
 7.22800000e-05 -3.99956130e+00  7.22800000e-05 -4.00043870e+00  7.22800000e-05  9.06112161e-01  7.22800000e-05 -4.00000000e+00 
 7.32800000e-05 -3.99955567e+00  7.32800000e-05 -4.00044433e+00  7.32800000e-05  9.22132805e-01  7.32800000e-05 -4.00000000e+00 
