 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  4.89462433e+00  0.00000000e+00  0.00000000e+00 
 1.00000000e-08  6.28318530e-08  1.00000000e-08 -6.28318530e-08  1.00000000e-08  4.89462368e+00  1.00000000e-08  0.00000000e+00 
 2.00000000e-08  1.25663706e-07  2.00000000e-08 -1.25663706e-07  2.00000000e-08  4.89462352e+00  2.00000000e-08  0.00000000e+00 
 4.00000000e-08  2.51327410e-07  4.00000000e-08 -2.51327410e-07  4.00000000e-08  4.89462352e+00  4.00000000e-08  0.00000000e+00 
 8.00000000e-08  5.02654803e-07  8.00000000e-08 -5.02654803e-07  8.00000000e-08  4.89462401e+00  8.00000000e-08  0.00000000e+00 
 1.60000000e-07  1.00530948e-06  1.60000000e-07 -1.00530948e-06  1.60000000e-07  4.89462554e+00  1.60000000e-07  0.00000000e+00 
 3.20000000e-07  2.01061794e-06  3.20000000e-07 -2.01061794e-06  3.20000000e-07  4.89462969e+00  3.20000000e-07  0.00000000e+00 
 6.40000000e-07  4.02122776e-06  6.40000000e-07 -4.02122776e-06  6.40000000e-07  4.89463852e+00  6.40000000e-07  0.00000000e+00 
 1.28000000e-06  8.04239049e-06  1.28000000e-06 -8.04239049e-06  1.28000000e-06  4.89465625e+00  1.28000000e-06  0.00000000e+00 
 2.28000000e-06  1.43251725e-05  2.28000000e-06 -1.43251725e-05  2.28000000e-06  4.89468384e+00  2.28000000e-06  0.00000000e+00 
 3.28000000e-06  2.06073890e-05  3.28000000e-06 -2.06073890e-05  3.28000000e-06  4.89471145e+00  3.28000000e-06  0.00000000e+00 
 4.28000000e-06  2.68887919e-05  4.28000000e-06 -2.68887919e-05  4.28000000e-06  4.89473900e+00  4.28000000e-06  0.00000000e+00 
 5.28000000e-06  3.31691333e-05  5.28000000e-06 -3.31691333e-05  5.28000000e-06  4.89476657e+00  5.28000000e-06  0.00000000e+00 
 6.28000000e-06  3.94481653e-05  6.28000000e-06 -3.94481653e-05  6.28000000e-06  4.89479407e+00  6.28000000e-06  0.00000000e+00 
 7.28000000e-06  4.57256399e-05  7.28000000e-06 -4.57256399e-05  7.28000000e-06  4.89482159e+00  7.28000000e-06  0.00000000e+00 
 8.28000000e-06  5.20013093e-05  8.28000000e-06 -5.20013093e-05  8.28000000e-06  4.89484904e+00  8.28000000e-06  0.00000000e+00 
 9.28000000e-06  5.82749259e-05  9.28000000e-06 -5.82749259e-05  9.28000000e-06  4.89487651e+00  9.28000000e-06  0.00000000e+00 
 1.02800000e-05  6.45462418e-05  1.02800000e-05 -6.45462418e-05  1.02800000e-05  4.89490390e+00  1.02800000e-05  0.00000000e+00 
 1.12800000e-05  7.08150095e-05  1.12800000e-05 -7.08150095e-05  1.12800000e-05  4.89493132e+00  1.12800000e-05  0.00000000e+00 
 1.22800000e-05  7.70809816e-05  1.22800000e-05 -7.70809816e-05  1.22800000e-05  4.89495865e+00  1.22800000e-05  0.00000000e+00 
 1.32800000e-05  8.33439107e-05  1.32800000e-05 -8.33439107e-05  1.32800000e-05  4.89498601e+00  1.32800000e-05  0.00000000e+00 
 1.42800000e-05  8.96035495e-05  1.42800000e-05 -8.96035495e-05  1.42800000e-05  4.89501328e+00  1.42800000e-05  0.00000000e+00 
 1.52800000e-05  9.58596509e-05  1.52800000e-05 -9.58596509e-05  1.52800000e-05  4.89504057e+00  1.52800000e-05  0.00000000e+00 
 1.62800000e-05  1.02111968e-04  1.62800000e-05 -1.02111968e-04  1.62800000e-05  4.89506777e+00  1.62800000e-05  0.00000000e+00 
 1.72800000e-05  1.08360254e-04  1.72800000e-05 -1.08360254e-04  1.72800000e-05  4.89509499e+00  1.72800000e-05  0.00000000e+00 
 1.82800000e-05  1.14604262e-04  1.82800000e-05 -1.14604262e-04  1.82800000e-05  4.89512212e+00  1.82800000e-05  0.00000000e+00 
 1.92800000e-05  1.20843745e-04  1.92800000e-05 -1.20843745e-04  1.92800000e-05  4.89514927e+00  1.92800000e-05  0.00000000e+00 
 2.02800000e-05  1.27078458e-04  2.02800000e-05 -1.27078458e-04  2.02800000e-05  4.89517633e+00  2.02800000e-05  0.00000000e+00 
 2.12800000e-05  1.33308154e-04  2.12800000e-05 -1.33308154e-04  2.12800000e-05  4.89520340e+00  2.12800000e-05  0.00000000e+00 
 2.22800000e-05  1.39532587e-04  2.22800000e-05 -1.39532587e-04  2.22800000e-05  4.89523038e+00  2.22800000e-05  0.00000000e+00 
 2.32800000e-05  1.45751512e-04  2.32800000e-05 -1.45751512e-04  2.32800000e-05  4.89525736e+00  2.32800000e-05  0.00000000e+00 
 2.42800000e-05  1.51964683e-04  2.42800000e-05 -1.51964683e-04  2.42800000e-05  4.89528426e+00  2.42800000e-05  0.00000000e+00 
 2.52800000e-05  1.58171854e-04  2.52800000e-05 -1.58171854e-04  2.52800000e-05  4.89531116e+00  2.52800000e-05  0.00000000e+00 
 2.62800000e-05  1.64372781e-04  2.62800000e-05 -1.64372781e-04  2.62800000e-05  4.89533797e+00  2.62800000e-05  0.00000000e+00 
 2.72800000e-05  1.70567219e-04  2.72800000e-05 -1.70567219e-04  2.72800000e-05  4.89536478e+00  2.72800000e-05  0.00000000e+00 
 2.82800000e-05  1.76754923e-04  2.82800000e-05 -1.76754923e-04  2.82800000e-05  4.89539150e+00  2.82800000e-05  0.00000000e+00 
 2.92800000e-05  1.82935649e-04  2.92800000e-05 -1.82935649e-04  2.92800000e-05  4.89541822e+00  2.92800000e-05  0.00000000e+00 
 3.02800000e-05  1.89109154e-04  3.02800000e-05 -1.89109154e-04  3.02800000e-05  4.89544485e+00  3.02800000e-05  0.00000000e+00 
 3.12800000e-05  1.95275192e-04  3.12800000e-05 -1.95275192e-04  3.12800000e-05  4.89547146e+00  3.12800000e-05  0.00000000e+00 
 3.22800000e-05  2.01433522e-04  3.22800000e-05 -2.01433522e-04  3.22800000e-05  4.89549799e+00  3.22800000e-05  0.00000000e+00 
 3.32800000e-05  2.07583899e-04  3.32800000e-05 -2.07583899e-04  3.32800000e-05  4.89552451e+00  3.32800000e-05  0.00000000e+00 
 3.42800000e-05  2.13726081e-04  3.42800000e-05 -2.13726081e-04  3.42800000e-05  4.89555094e+00  3.42800000e-05  0.00000000e+00 
 3.52800000e-05  2.19859825e-04  3.52800000e-05 -2.19859825e-04  3.52800000e-05  4.89557735e+00  3.52800000e-05  0.00000000e+00 
 3.62800000e-05  2.25984890e-04  3.62800000e-05 -2.25984890e-04  3.62800000e-05  4.89560367e+00  3.62800000e-05  0.00000000e+00 
 3.72800000e-05  2.32101034e-04  3.72800000e-05 -2.32101034e-04  3.72800000e-05  4.89562997e+00  3.72800000e-05  0.00000000e+00 
 3.82800000e-05  2.38208014e-04  3.82800000e-05 -2.38208014e-04  3.82800000e-05  4.89565618e+00  3.82800000e-05  0.00000000e+00 
 3.92800000e-05  2.44305590e-04  3.92800000e-05 -2.44305590e-04  3.92800000e-05  4.89568237e+00  3.92800000e-05  0.00000000e+00 
 4.02800000e-05  2.50393522e-04  4.02800000e-05 -2.50393522e-04  4.02800000e-05  4.89570847e+00  4.02800000e-05  0.00000000e+00 
 4.12800000e-05  2.56471568e-04  4.12800000e-05 -2.56471568e-04  4.12800000e-05  4.89573454e+00  4.12800000e-05  0.00000000e+00 
 4.22800000e-05  2.62539490e-04  4.22800000e-05 -2.62539490e-04  4.22800000e-05  4.89576052e+00  4.22800000e-05  0.00000000e+00 
 4.32800000e-05  2.68597047e-04  4.32800000e-05 -2.68597047e-04  4.32800000e-05  4.89578647e+00  4.32800000e-05  0.00000000e+00 
 4.42800000e-05  2.74644000e-04  4.42800000e-05 -2.74644000e-04  4.42800000e-05  4.89581233e+00  4.42800000e-05  0.00000000e+00 
 4.52800000e-05  2.80680110e-04  4.52800000e-05 -2.80680110e-04  4.52800000e-05  4.89583816e+00  4.52800000e-05  0.00000000e+00 
 4.62800000e-05  2.86705140e-04  4.62800000e-05 -2.86705140e-04  4.62800000e-05  4.89586389e+00  4.62800000e-05  0.00000000e+00 
 4.72800000e-05  2.92718851e-04  4.72800000e-05 -2.92718851e-04  4.72800000e-05  4.89588959e+00  4.72800000e-05  0.00000000e+00 
 4.82800000e-05  2.98721006e-04  4.82800000e-05 -2.98721006e-04  4.82800000e-05  4.89591519e+00  4.82800000e-05  0.00000000e+00 
 4.92800000e-05  3.04711369e-04  4.92800000e-05 -3.04711369e-04  4.92800000e-05  4.89594076e+00  4.92800000e-05  0.00000000e+00 
 5.02800000e-05  3.10689701e-04  5.02800000e-05 -3.10689701e-04  5.02800000e-05  4.89596623e+00  5.02800000e-05  0.00000000e+00 
 5.12800000e-05  3.16655768e-04  5.12800000e-05 -3.16655768e-04  5.12800000e-05  4.89599167e+00  5.12800000e-05  0.00000000e+00 
 5.22800000e-05  3.22609335e-04  5.22800000e-05 -3.22609335e-04  5.22800000e-05  4.89601700e+00  5.22800000e-05  0.00000000e+00 
 5.32800000e-05  3.28550165e-04  5.32800000e-05 -3.28550165e-04  5.32800000e-05  4.89604230e+00  5.32800000e-05  0.00000000e+00 
 5.42800000e-05  3.34478024e-04  5.42800000e-05 -3.34478024e-04  5.42800000e-05  4.89606749e+00  5.42800000e-05  0.00000000e+00 
 5.52800000e-05  3.40392679e-04  5.52800000e-05 -3.40392679e-04  5.52800000e-05  4.89609265e+00  5.52800000e-05  0.00000000e+00 
 5.62800000e-05  3.46293896e-04  5.62800000e-05 -3.46293896e-04  5.62800000e-05  4.89611770e+00  5.62800000e-05  0.00000000e+00 
 5.72800000e-05  3.52181441e-04  5.72800000e-05 -3.52181441e-04  5.72800000e-05  4.89614271e+00  5.72800000e-05  0.00000000e+00 
 5.82800000e-05  3.58055084e-04  5.82800000e-05 -3.58055084e-04  5.82800000e-05  4.89616762e+00  5.82800000e-05  0.00000000e+00 
 5.92800000e-05  3.63914590e-04  5.92800000e-05 -3.63914590e-04  5.92800000e-05  4.89619248e+00  5.92800000e-05  0.00000000e+00 
 6.02800000e-05  3.69759730e-04  6.02800000e-05 -3.69759730e-04  6.02800000e-05  4.89621723e+00  6.02800000e-05  0.00000000e+00 
 6.12800000e-05  3.75590273e-04  6.12800000e-05 -3.75590273e-04  6.12800000e-05  4.89624194e+00  6.12800000e-05  0.00000000e+00 
 6.22800000e-05  3.81405988e-04  6.22800000e-05 -3.81405988e-04  6.22800000e-05  4.89626654e+00  6.22800000e-05  0.00000000e+00 
